Iteración,Valor_familiares,Valor_representantes,Valor_contadores,Resolución,Valor_AMI
20.0,0.19298028444472132,0.4349045098300882,0.16997593645647568,0.23002390790802896,-0.6434568558476526
21.0,0.48916171005885445,0.1717131380269467,0.8803545756349584,0.10468527792141091,-0.6743551508405837
22.0,0.21152714216192514,0.505284217392131,0.8217660357338044,0.2289222051181086,-0.6251061858282992
23.0,0.39465704196108314,0.9885917194655633,0.790733154818323,0.17899695866820658,-0.6293285791226245
24.0,0.5756427112689366,0.8668420192863528,0.663433921512002,0.28513099185185986,-0.6403795211843999
25.0,0.35326702657078957,0.2882630619475539,0.7503837555487811,0.25209320687713244,-0.641432342811298
26.0,0.17230314130938656,0.24090913004927672,0.22495708635132178,0.306450232066705,-0.668561546239879
27.0,0.4074268406942815,0.4133923177277756,0.6268187108153994,0.1074891399083634,-0.624612855287366
28.0,0.9807234060563379,0.3346751499370697,0.43491887161713333,0.3289244100803409,-0.6724228931715994
29.0,0.26354621920686166,0.3951801780305523,0.5145591665763966,0.11490820473434804,-0.6343718946455987
30.0,0.5114416376069157,0.7171984343682165,0.3155476006163411,0.3971547781847624,-0.5417607717423126
31.0,0.7434989040599219,0.9314994397200955,0.14965321953072608,0.39193369118563054,-0.6578015719527781
32.0,0.42023635732704506,0.2622517252107862,0.623729581546001,0.25884291802353315,-0.6637385529714982
33.0,0.6333314817881655,0.4945570578130774,0.7176794182312504,0.14900277221490052,-0.6350228060406484
34.0,0.8972722403434099,0.8106906667395966,0.9250393215543736,0.2679270464397429,-0.6289162490897539
35.0,0.7623967656846039,0.9085867219587931,0.9152373072959397,0.20282591212976162,-0.6242078590569309
36.0,0.2955033596822575,0.8442320439890121,0.7705021867190611,0.20590823400232766,-0.6289891105115101
37.0,0.9306384902920364,0.7832574873287975,0.369116236218149,0.2846502612258662,-0.6682524285663863
38.0,0.8901105236890456,0.45140961116081213,0.3384348480355186,0.34500872273851757,-0.6850793249065086
39.0,0.8068370012025939,0.8505833278570638,0.8978578146817939,0.37027778459948707,-0.6304937640613916
40.0,0.6995647235363534,0.23152877603948246,0.4807445206488713,0.2969984767663937,-0.5411918656220635
41.0,0.8234588191851882,0.6537952951930299,0.5968108526374442,0.19847666617190424,-0.6528593034227882
42.0,0.9101469441614085,0.13868873153708444,0.42971734015428276,0.3430820286326959,-0.7172270861573823
43.0,0.271528897211207,0.6757046190919627,0.3470869515551279,0.18531115507597212,-0.6274164108601974
44.0,0.6741352514591225,0.4668607355811567,0.45748977786437856,0.3312500428299678,-0.6645835895414622
45.0,0.2812825295969781,0.6135165168675141,0.9593202003965318,0.3145994971032835,-0.6335671008314595
46.0,0.11703323997951565,0.48039958646238734,0.18709901844334753,0.3015834054132532,-0.6491855666849575
47.0,0.6535180366240334,0.5503276924321416,0.4108383659069784,0.2647207947395321,-0.651348978705242
48.0,0.9519807952236364,0.5225033712800303,0.10739908691807176,0.27133657921701015,-0.6798397533799396
49.0,0.1494141404872006,0.27444395755241335,0.4748048849350437,0.24920145750569916,-0.6448317293941752
50.0,0.5426504741954176,0.37702754798035465,0.21249437866820148,0.27667622412145376,-0.6775327127084981
51.0,0.23057739875086447,0.12360654599839443,0.9446687823269253,0.36098812966725374,-0.6642574946899087
52.0,0.18349344655031186,0.7980732690034794,0.37381632134778364,0.369768935670526,-0.6383606221782873
53.0,0.10148736561170085,0.9778121190404963,0.8796755062740134,0.21234350947645858,-0.6245888007508433
54.0,0.84717630694894,0.5363282168985185,0.2649882953117385,0.11924264438922899,-0.6682693009240582
55.0,0.7531521052474456,0.9582271391670425,0.7369757286159297,0.38645567104442524,-0.6447615855086172
56.0,0.32214380926282327,0.8888240626845292,0.6435735020577413,0.12951902343936889,-0.7560137660876228
57.0,0.5921411601627846,0.3607431664959232,0.7146762776317185,0.12437920841288191,-0.6520528297262681
58.0,0.5561920372171824,0.19818394947445928,0.8050449779749603,0.2904876294976999,-0.6386126141260816
59.0,0.6669943389166942,0.6392950306737595,0.5624382258876701,0.31694497564381957,-0.6322920578877098
60.0,0.987133735668934,0.7577556871202249,0.27111216667719135,0.32448030622241997,-0.6570554414619819
61.0,0.7547205449192775,0.6943927866073667,0.5267205495056473,0.14038990652656455,-0.6525843266614654
62.0,0.8583466844189678,0.8169746397996991,0.39719309701374167,0.17472149291190736,-0.5771654974263293
63.0,0.41800781590856706,0.3174691748399381,0.7330160236993265,0.33689698324011613,-0.6589882442984928
64.0,0.7627900921727423,0.6075777062293732,0.8460983157241331,0.28312737188376114,-0.6495819064729785
65.0,0.24231648357324848,0.9470743585306975,0.4189135919956784,0.10366694983610722,-0.7543188700756821
66.0,0.4011906567653814,0.3030406130495795,0.9283892429728173,0.1254653822384903,-0.6255426226395613
67.0,0.2797185867067817,0.9345844425869557,0.7908814474908213,0.13611766528459168,-0.6217327929443257
68.0,0.6199036303928551,0.9841246635997171,0.8673056163733632,0.16740437555894538,-0.6113877602409643
69.0,0.3473885434738145,0.49545121262065894,0.7956214270651832,0.24617892194730395,-0.6296387215269742
70.0,0.4299005431650277,0.16875405126347176,0.3373565134337775,0.13049670081632597,-0.6841302696267735
71.0,0.31977001513401415,0.5498579353664591,0.5836296068716765,0.35683205473360047,-0.6412537159792454
72.0,0.18593099447969202,0.7394617589078407,0.6010471933605311,0.17811499796611746,-0.630059259725977
73.0,0.37991048739154354,0.8245877901533505,0.28559764512355634,0.2111882343753485,-0.6139587176072767
74.0,0.3584131045973631,0.8724522013507722,0.5806560207997289,0.15508945251761408,-0.5923628783701073
75.0,0.6836001569466177,0.6475736881325471,0.15883152549467033,0.10518564606678615,-0.6368918827636476
76.0,0.4267839067914035,0.4659175504418852,0.46779645723430974,0.1256287052546717,-0.6298704352229341
77.0,0.7407072402500408,0.8551132110918123,0.30714491302364866,0.12919234830127485,-0.6364359398518743
78.0,0.18195060678443875,0.951009716460715,0.9545588232109359,0.19270706094866646,-0.610509036087632
79.0,0.1286319699082053,0.7698682501717597,0.8213019589806866,0.11645712278518669,-0.7411486006981024
80.0,0.6777665729533543,0.8045679566606119,0.6224664716398575,0.2600325190331203,-0.6372069443514997
81.0,0.48916171005885445,0.1717131380269467,0.6360838987829383,0.22150036696532477,-0.679644644950386
82.0,0.6876169804265715,0.854580357380003,0.9199927303804285,0.15409711280340718,-0.6032605318809174
83.0,0.28359129393175725,0.5863161801737612,0.5040752219841856,0.17899695866820658,-0.6310326611253206
84.0,0.4995902455570481,0.8668420192863528,0.22197610424368003,0.28513099185185986,-0.6478043070439261
85.0,0.8310772859343578,0.2772114322633749,0.5692099572018838,0.1370093508950015,-0.6816567695593817
86.0,0.17230314130938656,0.9355483952712679,0.7351244005724078,0.306450232066705,-0.6239603966286477
87.0,0.37156844065289973,0.8939863605311563,0.6268187108153994,0.11757693239562744,-0.7535697559614999
88.0,0.32959005997795404,0.38000312639813194,0.8401522260833147,0.19595362784511156,-0.617733641645491
89.0,0.408283992794419,0.8465983067315855,0.5145591665763966,0.3653979330231926,-0.6371595692233818
90.0,0.6937930571199358,0.9597724236826234,0.9911595247162335,0.13806516540339725,-0.6263442065124878
91.0,0.7434989040599219,0.5154026890335762,0.14965321953072608,0.2532987277814955,-0.669447706706257
92.0,0.7863650336037213,0.9914664018180077,0.8251025087145933,0.25884291802353315,-0.6261287773538677
93.0,0.11702928796773293,0.4945570578130774,0.6705606821502732,0.14900277221490052,-0.6135156486519382
94.0,0.3756044493655323,0.6325591447422023,0.9250393215543736,0.11329657743797428,-0.6165805519228683
95.0,0.5198986195397721,0.9085867219587931,0.8186635315348105,0.32912153395585164,-0.6360282264847603
96.0,0.3196605422418455,0.7259936925223203,0.23586650882329707,0.20590823400232766,-0.6393605611440507
97.0,0.9388381470217448,0.9248024160695032,0.369116236218149,0.1210645375502779,-0.6635454368302933
98.0,0.3762546431823647,0.45140961116081213,0.24869636780722898,0.12012033356316773,-0.6578849936889537
99.0,0.8068370012025939,0.5731138692311253,0.8978578146817939,0.17791721539144412,-0.6400125421059565
100.0,0.6995647235363534,0.7217259422064444,0.636842930659226,0.19992040690724883,-0.6491346895458856
101.0,0.8234588191851882,0.7605852184290571,0.8818380340721143,0.18097814135030954,-0.6284671601498857
102.0,0.7722125700447547,0.7014673480007676,0.42971734015428276,0.13848722769182664,-0.6468178881017826
103.0,0.7442016963627384,0.3902599655231039,0.3470869515551279,0.12895639327114922,-0.6684259291036264
104.0,0.480559584797975,0.7170210312212386,0.6042251592902035,0.3312500428299678,-0.6436648558753525
105.0,0.18695245464350868,0.20197319325173413,0.7765457400442803,0.3145994971032835,-0.6487982772842156
106.0,0.11703323997951565,0.48039958646238734,0.18709901844334753,0.1591406268313001,-0.6358186410645216
107.0,0.18431155782605868,0.7524845231972543,0.5259730699721593,0.2116596932813739,-0.6293765251703214
108.0,0.41031629085302856,0.9432677141693682,0.4614976718058928,0.2580975179534749,-0.6378705281973327
109.0,0.1494141404872006,0.9228077085034734,0.7635205441935147,0.3506529587170833,-0.6348438852037245
110.0,0.5426504741954176,0.4522162702677418,0.8336315518346811,0.27667622412145376,-0.6360857944448028
111.0,0.23057739875086447,0.12360654599839443,0.5569976387151623,0.38336537502900037,-0.5630255205583524
112.0,0.24017190890992884,0.8709809189507856,0.4329927960714071,0.12123807760117769,-0.6211186174528668
113.0,0.37941637022716473,0.9778121190404963,0.8796755062740134,0.2306188113117174,-0.6306613431179198
114.0,0.84717630694894,0.6125746783707966,0.47507162098904004,0.17683657896082108,-0.6664466369426087
115.0,0.1592858852691938,0.9582271391670425,0.7369757286159297,0.2833766072588666,-0.6237089376629295
116.0,0.21434506038145046,0.47670816625053714,0.26628792362437803,0.35489413821229854,-0.6515114009597117
117.0,0.539913165362025,0.9350198377773895,0.4523595502076543,0.34454987312127433,-0.6552801362595339
118.0,0.21184594853931432,0.6965457477705359,0.8050449779749603,0.19130100941319908,-0.6245640935932463
119.0,0.2575752970543807,0.43039549454867365,0.3945698869730916,0.31694497564381957,-0.6499784788193648
120.0,0.3953260914833016,0.7577556871202249,0.7926745658170071,0.3518635507419465,-0.6244996214038523
121.0,0.32214380926282327,0.49562618583093176,0.645446092323915,0.1429113217715851,-0.6016833066572151
122.0,0.29447446737281524,0.9104735202684828,0.6110592733806637,0.19560983104437593,-0.6130524081140021
123.0,0.2785710215048775,0.8583310284247679,0.49167190028861857,0.178486400137474,-0.6354960367230135
124.0,0.4309436107114774,0.6075777062293732,0.6486785375625774,0.13822838395900766,-0.6145414848303994
125.0,0.1752732908923207,0.8693423228159052,0.4189135919956784,0.19509789418225762,-0.5975329688734624
126.0,0.5143427160649439,0.4003206199850242,0.7856288178216579,0.2595296837707333,-0.6406800159301156
127.0,0.6041849231923775,0.9426379335154345,0.45491144307643755,0.14353183324173402,-0.624017372869264
128.0,0.6824056972006417,0.7925970564126545,0.5224366780606858,0.1499641458307339,-0.6492152792629408
129.0,0.34355171260049877,0.9712231145172914,0.5801346103302205,0.18057359350029453,-0.6104791479460843
130.0,0.55360876180964,0.8996324943769971,0.6079224430347231,0.1155888464174927,-0.6140826895952536
131.0,0.5373288611519613,0.6753797545517348,0.5836296068716765,0.1447740066213985,-0.6283448726847038
132.0,0.5230424474295527,0.1286053813774175,0.7255131314352383,0.12646105100767865,-0.6942736383592275
133.0,0.16237453302617583,0.6729255149707526,0.9491390245078338,0.1095439619346405,-0.7458733514541431
134.0,0.24374793580494325,0.18792213667415747,0.4620316977827674,0.1430806663250682,-0.6607656557036742
135.0,0.47215884508194145,0.9055824399478785,0.6130106546550779,0.20925125922968182,-0.6295430868858515
136.0,0.14759996371492218,0.8046854975255655,0.7398337955129421,0.15040855884402904,-0.6044782627779145
137.0,0.4126770471002802,0.41805352407545626,0.6751001800064884,0.14185529474597014,-0.6310447672454681
138.0,0.301319934136289,0.8451162695317904,0.5936132687174216,0.14465970069083972,-0.6117632541048338
139.0,0.7157328914745003,0.6076339136258008,0.5968634445330685,0.23259381347324837,-0.651768801223121
140.0,0.19298028444472132,0.8585820773147137,0.5277002198742817,0.18194890318577975,-0.6244808097400806
141.0,0.48916171005885445,0.1544785043885893,0.6360838987829383,0.13785789536543597,-0.6777292076246523
142.0,0.1715314023682462,0.505284217392131,0.6141674524479998,0.2289222051181086,-0.6271618948703123
143.0,0.47665461565105477,0.7633436989512395,0.8767128469690615,0.17899695866820658,-0.622324602738067
144.0,0.37072972027446505,0.7499458379057885,0.22197610424368003,0.19374484788828483,-0.6363045563913063
145.0,0.28228206859808896,0.2772114322633749,0.7364192489907694,0.21141232709740665,-0.643579753906637
146.0,0.7524047077674642,0.2790984911255558,0.22495708635132178,0.306450232066705,-0.6930126041323811
147.0,0.2919956876446667,0.4376942646331448,0.6210974594230197,0.22649098836126683,-0.6277307374300661
148.0,0.2172266765817334,0.5469779987877408,0.6482783133190856,0.30310863731469934,-0.6183365565352431
149.0,0.408283992794419,0.13013969698653693,0.524962027411089,0.19630400394546693,-0.6856207540198721
150.0,0.48335269174532736,0.630241124741395,0.6554328766310468,0.17874390253459427,-0.6214816485190449
151.0,0.8371603200891626,0.7241819212745125,0.9556399199086387,0.2532987277814955,-0.6367592821100152
152.0,0.42023635732704506,0.2622517252107862,0.46462174718257454,0.1695109948433735,-0.6616687487759559
153.0,0.3186537075476559,0.5695419869074791,0.6228217896652035,0.33128737009694664,-0.6360910959634873
154.0,0.20146641308721092,0.7899485846772086,0.7369904583686548,0.2679270464397429,-0.627139167345588
155.0,0.5374906667689489,0.8228881383114,0.8186635315348105,0.14874599781472497,-0.6204107716172457
156.0,0.28491719055786835,0.7259936925223203,0.23586650882329707,0.20590823400232766,-0.6397121638488877
157.0,0.26569470780092064,0.7832574873287975,0.8346505115686819,0.22435077851981142,-0.6128819052963818
158.0,0.43293136563402784,0.45140961116081213,0.7013393993456367,0.1160566565343033,-0.7646282437473112
159.0,0.24421611903570278,0.12149635271401399,0.7821874641137196,0.3825376988414928,-0.562980168401351
160.0,0.6995647235363534,0.7035611085351344,0.636842930659226,0.19992040690724883,-0.6225733432280828
161.0,0.8691422953527261,0.5092698421775994,0.5968108526374442,0.1092568657318368,-0.767632512200324
162.0,0.9101469441614085,0.2710206151094151,0.5004820440217711,0.27095386573090935,-0.6903426863126826
163.0,0.7442016963627384,0.31399278113047,0.4246092618470985,0.16009269015481423,-0.6569088908307235
164.0,0.7205643316757256,0.4668607355811567,0.5416366876715337,0.3312500428299678,-0.6628584633487533
165.0,0.18695245464350868,0.332340892399275,0.8676231717268776,0.16738389650613872,-0.6307875719964228
166.0,0.11703323997951565,0.5151367630530563,0.6931235296789402,0.3481730726146901,-0.6320701072140861
167.0,0.6557328464373328,0.3804716721039819,0.8382029522505856,0.17642569227778493,-0.6490297071658728
168.0,0.48062855295674867,0.4647234784442883,0.37417040464187945,0.15593167442805453,-0.6315921707784806
169.0,0.1494141404872006,0.6854902744927757,0.4748048849350437,0.17592803324403883,-0.6071668243691591
170.0,0.5426504741954176,0.2582380312298989,0.8447339377832219,0.27667622412145376,-0.6698019572362044
171.0,0.22795272181896686,0.12360654599839443,0.45441297943562614,0.18887801009488978,-0.6703025695080767
172.0,0.7069541882926467,0.7839530645723299,0.37381632134778364,0.369768935670526,-0.6428758918181339
173.0,0.8292957979238383,0.5621912884064827,0.8796755062740134,0.2306188113117174,-0.6345739536168686
174.0,0.7532861356766224,0.5363282168985185,0.3580710878924767,0.28276577709416156,-0.6545420807670802
175.0,0.9251828954023162,0.6279101051848571,0.4499167092097818,0.2674334521821808,-0.656421109380762
176.0,0.11232734952487672,0.6997072542802685,0.4504683608030791,0.21977269135160937,-0.630281218891822
177.0,0.7460814509225706,0.9350198377773895,0.7986968778191186,0.14706465788331197,-0.6180997822556624
178.0,0.5561920372171824,0.3033508507581444,0.8050449779749603,0.2904876294976999,-0.6608290146573916
179.0,0.2575752970543807,0.3396026695911659,0.3360929666503135,0.18550047576838014,-0.6442848416518819
180.0,0.8433840373510529,0.7420611020896652,0.27111216667719135,0.29570490702584556,-0.6593844001316204
181.0,0.9252432154713142,0.732389194254442,0.4386358695670666,0.11700261519111996,-0.6332319857321604
182.0,0.6546093996977093,0.5929308368418319,0.3792112370772157,0.21135557028018176,-0.65445973046076
183.0,0.612253648121463,0.5875860006435937,0.49167190028861857,0.1457950618469807,-0.6435101008603779
184.0,0.8152104914663585,0.11879345946710074,0.6292569476403383,0.28312737188376114,-0.5753454163074402
185.0,0.6398707612015707,0.4150566985929872,0.6112056698676762,0.2060125221500043,-0.6715114904203534
186.0,0.710158394204193,0.4003206199850242,0.9708950561490697,0.12441205973068364,-0.6463028805493867
187.0,0.890357287121214,0.3533705859688333,0.20357905339872956,0.2536206183357051,-0.701823745002583
188.0,0.6824056972006417,0.4971221241810198,0.5298563660053941,0.1499641458307339,-0.6492679294214941
189.0,0.6182890631201478,0.4833527261159472,0.699627597782062,0.3624509054359398,-0.6561219264643381
190.0,0.9217861059420462,0.41634709158347194,0.5598017884729589,0.13049670081632597,-0.6539772671358695
191.0,0.7886166941425978,0.5400885643079901,0.47611746942781125,0.35683205473360047,-0.6201493166987143
192.0,0.7798735735971063,0.1286053813774175,0.1466825802878236,0.10076481282060751,-0.7122671864188824
193.0,0.8754902610397992,0.5180253745531073,0.5824745040554039,0.1095439619346405,-0.6570533959296365
194.0,0.24374793580494325,0.31684672930808166,0.4286012884774682,0.14259644412274727,-0.6437815260281023
195.0,0.8201542867100649,0.5506316997793651,0.9341576903620472,0.20439546708034578,-0.6496847118495442
196.0,0.4520118874248249,0.4659175504418852,0.9197628731318153,0.10763981066217826,-0.754804247304181
197.0,0.8718860801295543,0.2457598004334537,0.3218773021950063,0.14185529474597014,-0.6964697847553567
198.0,0.5877674957037917,0.6925463847561394,0.44919335210661215,0.29679458604577,-0.6341206633022136
199.0,0.5892115541884625,0.34863138382330194,0.8213019589806866,0.14668073338574983,-0.6088734098042806
200.0,0.8296805117239785,0.4349045098300882,0.5704761843398777,0.23002390790802896,-0.665004770042115
201.0,0.48916171005885445,0.6957739219486435,0.699201702180996,0.2305390791408361,-0.6289630181570114
202.0,0.6996614364391404,0.4753536724491686,0.38535559016770116,0.28717582119850343,-0.6589097467610023
203.0,0.32490593597425066,0.5921209214795063,0.8889802954514061,0.17899695866820658,-0.6140682920500065
204.0,0.4995902455570481,0.8668420192863528,0.5323022215821228,0.3967656562819526,-0.6442417137900343
205.0,0.8228219449366497,0.26701275085887144,0.528234641498157,0.11079895023106054,-0.6830289932007816
206.0,0.9861209393729646,0.5582717410815102,0.30136925445090446,0.20044574801536413,-0.6688315359701639
207.0,0.7909397965187808,0.6925148576013537,0.8519223404085278,0.1776225349546529,-0.6180460908612675
208.0,0.9821021076601879,0.6576770735186408,0.8326104928700657,0.21860352999750754,-0.626797167033579
209.0,0.408283992794419,0.8647807251210721,0.5875194443368884,0.19630400394546693,-0.6260460943793608
210.0,0.6937930571199358,0.5010738520627082,0.778730649357678,0.13806516540339725,-0.6384294675556245
211.0,0.6138485951710367,0.8117248680986411,0.14965321953072608,0.12423858229766405,-0.6376213212974084
212.0,0.42023635732704506,0.30442588279603516,0.6115872431471666,0.25884291802353315,-0.652574882222937
213.0,0.6767724449336857,0.7057742493892698,0.6228217896652035,0.33128737009694664,-0.6367474213278554
214.0,0.8972722403434099,0.8106906667395966,0.6665507907518076,0.22579848902528238,-0.6416064412425988
215.0,0.39407321243396676,0.7056314380804322,0.8953266867798901,0.27568267652820727,-0.6222724741969718
216.0,0.2538637395956361,0.26748400988575616,0.23820944934338045,0.18888321848752077,-0.6638009567488451
217.0,0.9306384902920364,0.43721661548503366,0.7097125518929635,0.1086067922213719,-0.6513509151792688
218.0,0.7080453768347803,0.408488906437244,0.17786981298885174,0.12951902343936889,-0.6797408896591548
219.0,0.9146527823047592,0.8201501273447538,0.8872491457209347,0.1072929525163448,-0.6335861966939528
220.0,0.6995647235363534,0.44222194627136563,0.7621862301328072,0.345808094080055,-0.5338777602039856
221.0,0.7708577432413288,0.6737402458234472,0.7013393993456367,0.19861179969911105,-0.6321145453100611
222.0,0.7648422662695354,0.6177465349379018,0.7023616133953419,0.18426089269624807,-0.6547539267864058
223.0,0.7442016963627384,0.711497104791744,0.3470869515551279,0.37320758070130905,-0.6332619323490188
224.0,0.468789480446214,0.4668607355811567,0.652350095089881,0.3587431343919243,-0.6521395893447279
225.0,0.6457516121268686,0.5701497071592198,0.7765457400442803,0.314402546673497,-0.6448117762538318
226.0,0.8857196005014585,0.48039958646238734,0.4390180662624316,0.14407712863835237,-0.6778838082274518
227.0,0.7002196821237398,0.3740214813369336,0.9103253467760681,0.20866825457958493,-0.6407568863300412
228.0,0.6034203440757272,0.5225033712800303,0.8852666962213962,0.12594930207396438,-0.6206875228441366
229.0,0.6405227826739563,0.7238158659869596,0.6804605389710408,0.30898242153066124,-0.6339277955736872
230.0,0.2652447502726459,0.2003355539865614,0.72042869894266,0.13467988483937987,-0.6598793645595018
231.0,0.6780139605678531,0.5854735866918526,0.5333117181247525,0.18752330855041835,-0.6564233827829535
232.0,0.511959889588814,0.3689079777024694,0.38863504228227796,0.369768935670526,-0.6580927026975258
233.0,0.4097334569564881,0.7261036511202921,0.8796755062740134,0.2306188113117174,-0.6189441346513564
234.0,0.84717630694894,0.24378572100121215,0.32804582352800105,0.1254082088716012,-0.6963716716951418
235.0,0.7958725571319807,0.3967814595393395,0.4499167092097818,0.2674334521821808,-0.6773053179053151
236.0,0.604803196366894,0.45370212793010106,0.620234304130169,0.11621118450614007,-0.6305312235097241
237.0,0.696511818529711,0.5501544973404402,0.7546036390124568,0.23300550365799136,-0.602620551419975
238.0,0.8200445288992014,0.17862365199968727,0.8050449779749603,0.2942126477849085,-0.687518935844889
239.0,0.2575752970543807,0.45567514304913703,0.721585013057676,0.11618393503572616,-0.6123853049458006
240.0,0.578453170990136,0.152537410029164,0.5783736519835743,0.29570490702584556,-0.5407047566501084
241.0,0.5057051723794543,0.5092698421775994,0.48723023488193257,0.1092568657318368,-0.641528513945405
242.0,0.28601365951587665,0.26227548543742873,0.6695388636154956,0.11400157139813091,-0.6343886158616093
243.0,0.612253648121463,0.5987376064828734,0.2142898363242467,0.3782628373214597,-0.5494793024299851
244.0,0.9068234241622077,0.40947464206408446,0.9693997483865147,0.27121658492174716,-0.6529803956487865
245.0,0.9753536821662263,0.9470743585306975,0.7195421050340446,0.3386980337739987,-0.6515939173046316
246.0,0.875296886790027,0.764445870933033,0.6464603017246325,0.12441205973068364,-0.6471590045369161
247.0,0.6075339726641347,0.3533705859688333,0.771318154444866,0.38249129124349124,-0.5354777254282059
248.0,0.6824056972006417,0.33310452915657673,0.5298563660053941,0.11607669223045416,-0.67449615642478
249.0,0.8120641986164141,0.478142792224029,0.11114895013911291,0.12434513300974934,-0.6687479621649387
250.0,0.6116075340617688,0.16875405126347176,0.5278186457809996,0.20341658761052972,-0.6912199468410771
251.0,0.7886166941425978,0.17727497748684318,0.511630080577781,0.11637727797330663,-0.6897683583703262
252.0,0.7798735735971063,0.30706057024557737,0.6623139417303632,0.10339097278809475,-0.6795736271895763
253.0,0.6276088299647029,0.31386132552870827,0.5559515934966858,0.1095439619346405,-0.6591135918868758
254.0,0.5432797666520174,0.17410613026415062,0.6990787800095233,0.10641306634075032,-0.6652634561094649
255.0,0.8317339359814993,0.5506316997793651,0.6402233773332904,0.20439546708034578,-0.6428358765009818
256.0,0.8083989876045266,0.8890948344047708,0.9197628731318153,0.17917426128573608,-0.6215386027226483
257.0,0.31786906937001635,0.2806440514451293,0.4531256157408954,0.20714725815491497,-0.6433799731007037
258.0,0.9584362181205033,0.19781765178099736,0.6002238390205441,0.15506256682660807,-0.7026542158010544
259.0,0.8554262815229356,0.5647979017945659,0.5657750693512394,0.11645712278518669,-0.5527867154253567
260.0,0.8258670967716437,0.7270486726734324,0.9799933890833006,0.13324777848404365,-0.630239325459269
261.0,0.9587613316021558,0.2992734619511875,0.30445643927337174,0.14266052918652708,-0.7005205376356718
262.0,0.5790621002727889,0.8269935560934225,0.6877495480564833,0.18225148184778317,-0.6119095119542748
263.0,0.9612101298527025,0.5863161801737612,0.5040752219841856,0.11420215185890842,-0.6626081855402398
264.0,0.9202575021584567,0.29197086726292326,0.7538824251546076,0.17651551825778172,-0.6896781026618173
265.0,0.42402692777879536,0.5972466688538001,0.8524850605332199,0.11079895023106054,-0.603557017862028
266.0,0.9455415494427819,0.5082491080831897,0.3451528973913385,0.36932980499070667,-0.5358479654198096
267.0,0.35568102936722745,0.444538895645836,0.9108776861095179,0.2236426972173018,-0.6280704806004554
268.0,0.5625471076891939,0.3346751499370697,0.5490119870612041,0.16716671248523188,-0.647970351990016
269.0,0.7855555205929806,0.5133498410021449,0.29933030888573464,0.2050835905220066,-0.6658177015392924
270.0,0.4974755071177345,0.6130285409815608,0.8985395345410971,0.3045431908904842,-0.6315706526903623
271.0,0.7434989040599219,0.5462433241425302,0.14965321953072608,0.12420826139385274,-0.6468563562138576
272.0,0.9644186396338578,0.4191857942795316,0.5084844834890201,0.35907730931356663,-0.6765179341607451
273.0,0.6767724449336857,0.36076103606541016,0.8106172931034201,0.2491419563919393,-0.6623829738302717
274.0,0.8972722403434099,0.28703615935558197,0.6665507907518076,0.2373432323180753,-0.6775951217503872
275.0,0.7033000966851897,0.5417353007867441,0.3890496406367382,0.16938160028239646,-0.6561355760369113
276.0,0.16963570638193193,0.12916459488409765,0.49575527906469063,0.2747386545462492,-0.6731581764203566
277.0,0.8871922524363407,0.5526202096618412,0.2794776409730871,0.3938584607258584,-0.5402672086643171
278.0,0.32214380926282327,0.20144301919056562,0.5637720541836807,0.15893647146466255,-0.6400606445009132
279.0,0.8068370012025939,0.6858884546706752,0.775612154642368,0.18397298254552732,-0.6343272483745903
280.0,0.7955867306687421,0.8786931190058137,0.717431114664463,0.14344882614312177,-0.6068656572000983
